STEMMING,tokenized_sents,polarity_score,polarity
muslim sadar hamba tekun doa usaha rentet ikhtiar tetap allah terima milik insyaallah baik wassalamu alaikum warahmatullahi wabarakatuh,"['muslim', 'sadar', 'hamba', 'tekun', 'doa', 'usaha', 'rentet', 'ikhtiar', 'tetap', 'allah', 'terima', 'milik', 'insyaallah', 'baik', 'wassalamu', 'alaikum', 'warahmatullahi', 'wabarakatuh']",21,1
unnesmenfess jastip murah sangat sudah unnes 3k 4k gokil sih tidak murah ya motor butuh bensin maintenance,"['unnesmenfess', 'jastip', 'murah', 'sangat', 'sudah', 'unnes', '3k', '4k', 'gokil', 'sih', 'tidak', 'murah', 'ya', 'motor', 'butuh', 'bensin', 'maintenance']",-9,-1
suka bahagia cenderung kuat milik terkadang orang dapat halal,"['suka', 'bahagia', 'cenderung', 'kuat', 'milik', 'terkadang', 'orang', 'dapat', 'halal']",6,1
assalamu alaikum warahmatullahi wabarakatuh haloo sobat remo manusia kekeuh manusia milik harap mimpi manusia bekal fitrah ambisi milik,"['assalamu', 'alaikum', 'warahmatullahi', 'wabarakatuh', 'haloo', 'sobat', 'remo', 'manusia', 'kekeuh', 'manusia', 'milik', 'harap', 'mimpi', 'manusia', 'bekal', 'fitrah', 'ambisi', 'milik']",28,1
go mes good message gomes divisidakwahdanbudaya kabinetrejoberkahingkaryo ukmrebanamodernunnes cintaindonesiacintasholawat https t co 3m7evxgqlf,"['go', 'mes', 'good', 'message', 'gomes', 'divisidakwahdanbudaya', 'kabinetrejoberkahingkaryo', 'ukmrebanamodernunnes', 'cintaindonesiacintasholawat', 'https', 't', 'co', '3m7evxgqlf']",5,1
ness jastip 3k an yang ready,"['ness', 'jastip', '3k', 'an', 'yang', 'ready']",-4,-1
unnesmenfess unnes telur 2k biji nder,"['unnesmenfess', 'unnes', 'telur', '2k', 'biji', 'nder']",0,0
unnesmenfess ready anjem 24 jam harga murah riah driver ramah minat pc https t co tsqffwlfwi,"['unnesmenfess', 'ready', 'anjem', '24', 'jam', 'harga', 'murah', 'riah', 'driver', 'ramah', 'minat', 'pc', 'https', 't', 'co', 'tsqffwlfwi']",14,1
ness yang lolos ppg prajabatan gelombang 3 yuk urus lapor bareng2 ness,"['ness', 'yang', 'lolos', 'ppg', 'prajabatan', 'gelombang', '3', 'yuk', 'urus', 'lapor', 'bareng2', 'ness']",-3,-1
ness info loker tidak masak masak,"['ness', 'info', 'loker', 'tidak', 'masak', 'masak']",-8,-1
beli batik murah semarang daerah unnes yaa ness,"['beli', 'batik', 'murah', 'semarang', 'daerah', 'unnes', 'yaa', 'ness']",0,0
ness info bengkel ambil motor lokasi urgent sekali motor ku bocor,"['ness', 'info', 'bengkel', 'ambil', 'motor', 'lokasi', 'urgent', 'sekali', 'motor', 'ku', 'bocor']",-13,-1
halo ness zenius sisa kemarin utbk kah,"['halo', 'ness', 'zenius', 'sisa', 'kemarin', 'utbk', 'kah']",-3,-1
ness help sekali tolong respon kalau batalin 1 maka tidak ya,"['ness', 'help', 'sekali', 'tolong', 'respon', 'kalau', 'batalin', '1', 'maka', 'tidak', 'ya']",-5,-1
ness nomor green wash laundry gang pete tidak,"['ness', 'nomor', 'green', 'wash', 'laundry', 'gang', 'pete', 'tidak']",-9,-1
ness temu stnk nama hartini nopol k vu hubung akun twitter ku ya ayam86jt terimakasih,"['ness', 'temu', 'stnk', 'nama', 'hartini', 'nopol', 'k', 'vu', 'hubung', 'akun', 'twitter', 'ku', 'ya', 'ayam86jt', 'terimakasih']",5,1
ness yang bareng pakai jasa mua wisuda 117 tanggal 11 oktober sender booking banyak mua kalau booking minimal 2 orang barangkali reply kolom yaa,"['ness', 'yang', 'bareng', 'pakai', 'jasa', 'mua', 'wisuda', '117', 'tanggal', '11', 'oktober', 'sender', 'booking', 'banyak', 'mua', 'kalau', 'booking', 'minimal', '2', 'orang', 'barangkali', 'reply', 'kolom', 'yaa']",-3,-1
unnesmenfess https t co wx9gaq9y5v saya saja nder,"['unnesmenfess', 'https', 't', 'co', 'wx9gaq9y5v', 'saya', 'saja', 'nder']",-6,-1
saya rumil unnes bikin gasiih yang gede,"['saya', 'rumil', 'unnes', 'bikin', 'gasiih', 'yang', 'gede']",-8,-1
selesai anjem gedung fk unnes,"['selesai', 'anjem', 'gedung', 'fk', 'unnes']",-2,-1
ness titip gaes anak fk kenal anak nama hikmah angkat 22 23 ngekosnya daerah banar sesuatua disampein thank you,"['ness', 'titip', 'gaes', 'anak', 'fk', 'kenal', 'anak', 'nama', 'hikmah', 'angkat', '22', '23', 'ngekosnya', 'daerah', 'banar', 'sesuatua', 'disampein', 'thank', 'you']",6,1
unnesmenfess yukkk kakkk,"['unnesmenfess', 'yukkk', 'kakkk']",0,0
anjem dari cempaka fbs jam 11 nanti domg ness cewek cowok bolee,"['anjem', 'dari', 'cempaka', 'fbs', 'jam', '11', 'nanti', 'domg', 'ness', 'cewek', 'cowok', 'bolee']",-5,-1
ness tes kompre diulangin tidak yaa,"['ness', 'tes', 'kompre', 'diulangin', 'tidak', 'yaa']",-5,-1
unnes okines kimia okinesunnes kompetisikimia soalkimia kimiaquestion lombakimia olimpiadekimia komunitaskimia eventkimia chemistry chemist chemistryolymipiad futurechemist fluorescent,"['unnes', 'okines', 'kimia', 'okinesunnes', 'kompetisikimia', 'soalkimia', 'kimiaquestion', 'lombakimia', 'olimpiadekimia', 'komunitaskimia', 'eventkimia', 'chemistry', 'chemist', 'chemistryolymipiad', 'futurechemist', 'fluorescent']",0,0
question time halo sahabat okines okines loh siap okines moga kendala yaa latih kimia siap ikut okines sahabat okines tahu tidak jawab https t co 6uy4i1nmtm,"['question', 'time', 'halo', 'sahabat', 'okines', 'okines', 'loh', 'siap', 'okines', 'moga', 'kendala', 'yaa', 'latih', 'kimia', 'siap', 'ikut', 'okines', 'sahabat', 'okines', 'tahu', 'tidak', 'jawab', 'https', 't', 'co', '6uy4i1nmtm']",-5,-1
ness yang tahu jual baterai gin tipe nya 2032 https t co yshfezrxgo,"['ness', 'yang', 'tahu', 'jual', 'baterai', 'gin', 'tipe', 'nya', '2032', 'https', 't', 'co', 'yshfezrxgo']",-7,-1
convomfs orang2 reply yang ngira kalau pedo pikir sih curiga yang sus,"['convomfs', 'orang2', 'reply', 'yang', 'ngira', 'kalau', 'pedo', 'pikir', 'sih', 'curiga', 'yang', 'sus']",-13,-1
tbtb kgn unnes,"['tbtb', 'kgn', 'unnes']",0,0
unnes okines kimia okinesunnes kompetisikimia soalkimia kimiaquestion lombakimia olimpiadekimia komunitaskimia eventkimia chemistry chemist chemistryolymipiad futurechemist fluorescent,"['unnes', 'okines', 'kimia', 'okinesunnes', 'kompetisikimia', 'soalkimia', 'kimiaquestion', 'lombakimia', 'olimpiadekimia', 'komunitaskimia', 'eventkimia', 'chemistry', 'chemist', 'chemistryolymipiad', 'futurechemist', 'fluorescent']",0,0
ness info paket komplit hidang dosen sidang unnes raya yang jam 7 pagi sudah anter urgent sangat,"['ness', 'info', 'paket', 'komplit', 'hidang', 'dosen', 'sidang', 'unnes', 'raya', 'yang', 'jam', '7', 'pagi', 'sudah', 'anter', 'urgent', 'sangat']",-5,-1
ness ready jastip tidak yaa,"['ness', 'ready', 'jastip', 'tidak', 'yaa']",-4,-1
unnesmenfess tahu jurus download peta link nder https t co nzeqy4s6ij kalau feeder unnes tuju arah terminal gunungpati kalau brt yang full merah arah kagok,"['unnesmenfess', 'tahu', 'jurus', 'download', 'peta', 'link', 'nder', 'https', 't', 'co', 'nzeqy4s6ij', 'kalau', 'feeder', 'unnes', 'tuju', 'arah', 'terminal', 'gunungpati', 'kalau', 'brt', 'yang', 'full', 'merah', 'arah', 'kagok']",-16,-1
ness saya kress dekat gg jeruk kalau camil lauk maksi cocok tidak,"['ness', 'saya', 'kress', 'dekat', 'gg', 'jeruk', 'kalau', 'camil', 'lauk', 'maksi', 'cocok', 'tidak']",-11,-1
ness info mua unnes foto studio,"['ness', 'info', 'mua', 'unnes', 'foto', 'studio']",0,0
ness info jual kulkas second,"['ness', 'info', 'jual', 'kulkas', 'second']",-2,-1
ness info print murah yang bawa kertas sender ngeprint sidang,"['ness', 'info', 'print', 'murah', 'yang', 'bawa', 'kertas', 'sender', 'ngeprint', 'sidang']",-11,-1
ness chicken steak ayah bunda buka jam berapa yaa,"['ness', 'chicken', 'steak', 'ayah', 'bunda', 'buka', 'jam', 'berapa', 'yaa']",-2,-1
ness info jual bouket dada sidang,"['ness', 'info', 'jual', 'bouket', 'dada', 'sidang']",-4,-1
ayam lengkuas jam gin sudah buka ness,"['ayam', 'lengkuas', 'jam', 'gin', 'sudah', 'buka', 'ness']",1,1
ness cimol segitu 5k yay or nay https t co c2fdswvou7,"['ness', 'cimol', 'segitu', '5k', 'yay', 'or', 'nay', 'https', 't', 'co', 'c2fdswvou7']",-3,-1
fp himabsiunnes twitter himabsiunnes ig himabsi unnes youtube hima bsi unnes,"['fp', 'himabsiunnes', 'twitter', 'himabsiunnes', 'ig', 'himabsi', 'unnes', 'youtube', 'hima', 'bsi', 'unnes']",0,0
gema bsi arsa 2023 halo naraya muda sebentar gema bsi arsa 2023 rangkai acara seru tarik siap diri hadir gema bsi 2023 catat tanggal ya https t co 8z7wm4nxgp,"['gema', 'bsi', 'arsa', '2023', 'halo', 'naraya', 'muda', 'sebentar', 'gema', 'bsi', 'arsa', '2023', 'rangkai', 'acara', 'seru', 'tarik', 'siap', 'diri', 'hadir', 'gema', 'bsi', '2023', 'catat', 'tanggal', 'ya', 'https', 't', 'co', '8z7wm4nxgp']",-7,-1
ness harga tanah meter nya unnes daerah gg pete berapa sekarang,"['ness', 'harga', 'tanah', 'meter', 'nya', 'unnes', 'daerah', 'gg', 'pete', 'berapa', 'sekarang']",3,1
yang foto wisuda sesi wisuda siang hasil bagus gaa tolong spil fg tia ness,"['yang', 'foto', 'wisuda', 'sesi', 'wisuda', 'siang', 'hasil', 'bagus', 'gaa', 'tolong', 'spil', 'fg', 'tia', 'ness']",-3,-1
fp himabsiunnes twitter himabsiunnes ig himabsi unnes youtube hima bsi unnes,"['fp', 'himabsiunnes', 'twitter', 'himabsiunnes', 'ig', 'himabsi', 'unnes', 'youtube', 'hima', 'bsi', 'unnes']",0,0
gema bsi arutala 2023 halo naraya muda sebentar gema bsi arutala 2023 rangkai acara seru tarik siap diri hadir gema bsi 2023 catat tanggal ya https t co pfvy6vnxnd,"['gema', 'bsi', 'arutala', '2023', 'halo', 'naraya', 'muda', 'sebentar', 'gema', 'bsi', 'arutala', '2023', 'rangkai', 'acara', 'seru', 'tarik', 'siap', 'diri', 'hadir', 'gema', 'bsi', '2023', 'catat', 'tanggal', 'ya', 'https', 't', 'co', 'pfvy6vnxnd']",-7,-1
ness yang buku kah ku ketuk dm nya https t co ujftzxbdcn,"['ness', 'yang', 'buku', 'kah', 'ku', 'ketuk', 'dm', 'nya', 'https', 't', 'co', 'ujftzxbdcn']",-5,-1
wts saff n co new sealed price after live voucher shopee 20k chno 140k loui 135k solar 180k free tester random new segel cod unnes tag wts wtb saff n co sotb chno loui solar coco troupe xocolatl laz pozas ostara omnia iliad cascavel https t co tkyjya52cm,"['wts', 'saff', 'n', 'co', 'new', 'sealed', 'price', 'after', 'live', 'voucher', 'shopee', '20k', 'chno', '140k', 'loui', '135k', 'solar', '180k', 'free', 'tester', 'random', 'new', 'segel', 'cod', 'unnes', 'tag', 'wts', 'wtb', 'saff', 'n', 'co', 'sotb', 'chno', 'loui', 'solar', 'coco', 'troupe', 'xocolatl', 'laz', 'pozas', 'ostara', 'omnia', 'iliad', 'cascavel', 'https', 't', 'co', 'tkyjya52cm']",5,1
ness kenapaa ya request dm masuk kek telaatt bgttt anjemm tidak ngeh kalau yang nge dm huhu,"['ness', 'kenapaa', 'ya', 'request', 'dm', 'masuk', 'kek', 'telaatt', 'bgttt', 'anjemm', 'tidak', 'ngeh', 'kalau', 'yang', 'nge', 'dm', 'huhu']",-11,-1
riazarara benar unnes juga sudah diterapin bagai ganti pilih jalur biti jurnal tesis dan lain begitu,"['riazarara', 'benar', 'unnes', 'juga', 'sudah', 'diterapin', 'bagai', 'ganti', 'pilih', 'jalur', 'biti', 'jurnal', 'tesis', 'dan', 'lain', 'begitu']",-14,-1
infoness lisensi officenya exp ult nih cek sorot instagram alt unnes yaa https t co rnpezdvte5,"['infoness', 'lisensi', 'officenya', 'exp', 'ult', 'nih', 'cek', 'sorot', 'instagram', 'alt', 'unnes', 'yaa', 'https', 't', 'co', 'rnpezdvte5']",-4,-1
un ness mas mas yang suka kpop kdrama begitu tidak sii tetap yang manly suka olahraga ato kumpul bareng cowok umumny suka kpop kdrama gituu kaya mas mas yang ini https t co 1ipknfxmvn,"['un', 'ness', 'mas', 'mas', 'yang', 'suka', 'kpop', 'kdrama', 'begitu', 'tidak', 'sii', 'tetap', 'yang', 'manly', 'suka', 'olahraga', 'ato', 'kumpul', 'bareng', 'cowok', 'umumny', 'suka', 'kpop', 'kdrama', 'gituu', 'kaya', 'mas', 'mas', 'yang', 'ini', 'https', 't', 'co', '1ipknfxmvn']",-11,-1
ness info anjem free,"['ness', 'info', 'anjem', 'free']",0,0
ness numanke shopeefood tidak ya,"['ness', 'numanke', 'shopeefood', 'tidak', 'ya']",-5,-1
ness yang tahu rate pricelistnya zevmakeup sender naksir chatnya tidak dibales kemarin,"['ness', 'yang', 'tahu', 'rate', 'pricelistnya', 'zevmakeup', 'sender', 'naksir', 'chatnya', 'tidak', 'dibales', 'kemarin']",-13,-1
ness anak akuntansi buku asp akmen tidak yaaa yang jual pinjam tia,"['ness', 'anak', 'akuntansi', 'buku', 'asp', 'akmen', 'tidak', 'yaaa', 'yang', 'jual', 'pinjam', 'tia']",-9,-1
pagi2 bangun tidur sudah muda mud pacar jalan tertawa riang gembira iri ness,"['pagi2', 'bangun', 'tidur', 'sudah', 'muda', 'mud', 'pacar', 'jalan', 'tertawa', 'riang', 'gembira', 'iri', 'ness']",3,1
bangun tidur langsung bm seblak prasmanan sekitar unnes yang enak ya,"['bangun', 'tidur', 'langsung', 'bm', 'seblak', 'prasmanan', 'sekitar', 'unnes', 'yang', 'enak', 'ya']",-1,-1
ness unnes kkn tematik tidak ya kkn 2 minggu,"['ness', 'unnes', 'kkn', 'tematik', 'tidak', 'ya', 'kkn', '2', 'minggu']",-5,-1
normal ppt sidang kualitatif ya kawan kawan makasih ness,"['normal', 'ppt', 'sidang', 'kualitatif', 'ya', 'kawan', 'kawan', 'makasih', 'ness']",3,1
kalau liat skripsi skripsi kating mana ya sitedinya sudah tidak bisa buka ness,"['kalau', 'liat', 'skripsi', 'skripsi', 'kating', 'mana', 'ya', 'sitedinya', 'sudah', 'tidak', 'bisa', 'buka', 'ness']",-4,-1
ness yang buku tidak ya https t co moxb5qxnje,"['ness', 'yang', 'buku', 'tidak', 'ya', 'https', 't', 'co', 'moxb5qxnje']",-10,-1
ness info rekomendasi studio foto wisuda yang deketan dari unnes tidak ya,"['ness', 'info', 'rekomendasi', 'studio', 'foto', 'wisuda', 'yang', 'deketan', 'dari', 'unnes', 'tidak', 'ya']",-13,-1
gin kamu kuliah unnes kamu munggah gunung,"['gin', 'kamu', 'kuliah', 'unnes', 'kamu', 'munggah', 'gunung']",0,0
ness yang tahu tidak gamti bumper xpander ultimate bengkel resmi abis berapa kawan nabrak mobil terus suruh ganti,"['ness', 'yang', 'tahu', 'tidak', 'gamti', 'bumper', 'xpander', 'ultimate', 'bengkel', 'resmi', 'abis', 'berapa', 'kawan', 'nabrak', 'mobil', 'terus', 'suruh', 'ganti']",-14,-1
ness info part time,"['ness', 'info', 'part', 'time']",-3,-1
lpka kutoarjo layan mahasiswa fakultas hukum unnes laksana teliti baca lengkap https t co 1zzpywistn,"['lpka', 'kutoarjo', 'layan', 'mahasiswa', 'fakultas', 'hukum', 'unnes', 'laksana', 'teliti', 'baca', 'lengkap', 'https', 't', 'co', '1zzpywistn']",1,1
yuuuk guys ready anjem amp jastip yyyaa,"['yuuuk', 'guys', 'ready', 'anjem', 'amp', 'jastip', 'yyyaa']",2,1
unnesmenfess anjem saja kakk,"['unnesmenfess', 'anjem', 'saja', 'kakk']",-3,-1
alqodrifaqih fitrahdharul aniesbaswedan bui official dennysiregar7 ruhutsitompul andre rosiade bengkeldodo dpr ri undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand mprgoid dpdri aniesmania ulamalovers mjl rasulullah ulama dprddkijakarta pksejahtera pdemokrat nasdem dpp partaiummat paramadina ipbofficial bem unpad,"['alqodrifaqih', 'fitrahdharul', 'aniesbaswedan', 'bui', 'official', 'dennysiregar7', 'ruhutsitompul', 'andre', 'rosiade', 'bengkeldodo', 'dpr', 'ri', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'mprgoid', 'dpdri', 'aniesmania', 'ulamalovers', 'mjl', 'rasulullah', 'ulama', 'dprddkijakarta', 'pksejahtera', 'pdemokrat', 'nasdem', 'dpp', 'partaiummat', 'paramadina', 'ipbofficial', 'bem', 'unpad']",3,1
alqodrifaqih fitrahdharul aniesbaswedan bui official dennysiregar7 ruhutsitompul andre rosiade bengkeldodo dpr ri undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand mprgoid dpdri aniesmania ulamalovers mjl rasulullah ulama dprddkijakarta pksejahtera pdemokrat nasdem dpp partaiummat paramadina ipbofficial bem unpad mantabs mas bro ku,"['alqodrifaqih', 'fitrahdharul', 'aniesbaswedan', 'bui', 'official', 'dennysiregar7', 'ruhutsitompul', 'andre', 'rosiade', 'bengkeldodo', 'dpr', 'ri', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'mprgoid', 'dpdri', 'aniesmania', 'ulamalovers', 'mjl', 'rasulullah', 'ulama', 'dprddkijakarta', 'pksejahtera', 'pdemokrat', 'nasdem', 'dpp', 'partaiummat', 'paramadina', 'ipbofficial', 'bem', 'unpad', 'mantabs', 'mas', 'bro', 'ku']",3,1
sbmptnfess fh unnes,"['sbmptnfess', 'fh', 'unnes']",0,0
prkdlx aaaaa moga kembang berkah yaa liat a ntang smk gapyear sudah maba unnes postingan a ntang bantu,"['prkdlx', 'aaaaa', 'moga', 'kembang', 'berkah', 'yaa', 'liat', 'a', 'ntang', 'smk', 'gapyear', 'sudah', 'maba', 'unnes', 'postingan', 'a', 'ntang', 'bantu']",9,1
ness pakai jasa pindah tidak bayar,"['ness', 'pakai', 'jasa', 'pindah', 'tidak', 'bayar']",-5,-1
undipmenfess motivasi nder jago b ing lingkung sudah dukung,"['undipmenfess', 'motivasi', 'nder', 'jago', 'b', 'ing', 'lingkung', 'sudah', 'dukung']",8,1
maba unnes kejar osjur pensi bela negara tugas kuliah,"['maba', 'unnes', 'kejar', 'osjur', 'pensi', 'bela', 'negara', 'tugas', 'kuliah']",-4,-1
ness sender deg deg an sekali nunggu dosen uji datang dah mau pulang saja takut sekali,"['ness', 'sender', 'deg', 'deg', 'an', 'sekali', 'nunggu', 'dosen', 'uji', 'datang', 'dah', 'mau', 'pulang', 'saja', 'takut', 'sekali']",-9,-1
unnesmenfess readyy nih kakk,"['unnesmenfess', 'readyy', 'nih', 'kakk']",0,0
ness rekomendasiin nasi uduk yang enak yang buka jastip,"['ness', 'rekomendasiin', 'nasi', 'uduk', 'yang', 'enak', 'yang', 'buka', 'jastip']",-7,-1
unnesmenfess anjem area unnes 5k https t co prfmktbtza,"['unnesmenfess', 'anjem', 'area', 'unnes', '5k', 'https', 't', 'co', 'prfmktbtza']",0,0
info jastip unnes sekarang beli makan saya lapar,"['info', 'jastip', 'unnes', 'sekarang', 'beli', 'makan', 'saya', 'lapar']",-12,-1
info kost unnes gunung pati kak unnesmenfess,"['info', 'kost', 'unnes', 'gunung', 'pati', 'kak', 'unnesmenfess']",-5,-1
unnesmenfess https t co pikdlydxpp,"['unnesmenfess', 'https', 't', 'co', 'pikdlydxpp']",0,0
ness neead anjem area unnes jam 08 45,"['ness', 'neead', 'anjem', 'area', 'unnes', 'jam', '08', '45']",0,0
ness help parkir nya fis sekarang ya urgent,"['ness', 'help', 'parkir', 'nya', 'fis', 'sekarang', 'ya', 'urgent']",3,1
ness jual soto betawi mana ya,"['ness', 'jual', 'soto', 'betawi', 'mana', 'ya']",1,1
exploringcreativitytobuildchangesinthefuture stronsiumxxxii himamia2023 himamiagemilang kimiajaya facebook himamia twitter himamiaunnes instagram himamiaunnes official youtube himamia unnes tiktok himamiaunnes,"['exploringcreativitytobuildchangesinthefuture', 'stronsiumxxxii', 'himamia2023', 'himamiagemilang', 'kimiajaya', 'facebook', 'himamia', 'twitter', 'himamiaunnes', 'instagram', 'himamiaunnes', 'official', 'youtube', 'himamia', 'unnes', 'tiktok', 'himamiaunnes']",0,0
hitam putri kemeja batik rok bahan hitam kaos kaki putih sepatu hitam kerudung hitam kena lupa hadir ya semangat jaga sehat more info 62 857 2767 3273 aisyah,"['hitam', 'putri', 'kemeja', 'batik', 'rok', 'bahan', 'hitam', 'kaos', 'kaki', 'putih', 'sepatu', 'hitam', 'kerudung', 'hitam', 'kena', 'lupa', 'hadir', 'ya', 'semangat', 'jaga', 'sehat', 'more', 'info', '62', '857', '2767', '3273', 'aisyah']",-28,-1
wujud kimiawan muda revolusioner anyway catat tanggal ya tanggal sabtu 02 september 2023 07 00 s d selesai gedung d4 lantai 3 fmipa unnes dresscode putra kemeja batik celana kain hitam kaos kaki putih sepatu,"['wujud', 'kimiawan', 'muda', 'revolusioner', 'anyway', 'catat', 'tanggal', 'ya', 'tanggal', 'sabtu', '02', 'september', '2023', '07', '00', 's', 'd', 'selesai', 'gedung', 'd4', 'lantai', '3', 'fmipa', 'unnes', 'dresscode', 'putra', 'kemeja', 'batik', 'celana', 'kain', 'hitam', 'kaos', 'kaki', 'putih', 'sepatu']",-13,-1
buka rangkai stronsium tuju kenal mahasiswa prodi didik kimia prodi kimia fmipa unnes opening stronsium xxxii 2023 usung tema cipta inovasi kembang kreativitas mahasiswa,"['buka', 'rangkai', 'stronsium', 'tuju', 'kenal', 'mahasiswa', 'prodi', 'didik', 'kimia', 'prodi', 'kimia', 'fmipa', 'unnes', 'opening', 'stronsium', 'xxxii', '2023', 'usung', 'tema', 'cipta', 'inovasi', 'kembang', 'kreativitas', 'mahasiswa']",7,1
opening stronsium xxxii 2023 halo mahasiswa prodi didik kimia prodi kimia fmipa unnes selamat gabung keluarga kimia fmipa unnes opening stronsium opening stronsium giat https t co owfysuljz0,"['opening', 'stronsium', 'xxxii', '2023', 'halo', 'mahasiswa', 'prodi', 'didik', 'kimia', 'prodi', 'kimia', 'fmipa', 'unnes', 'selamat', 'gabung', 'keluarga', 'kimia', 'fmipa', 'unnes', 'opening', 'stronsium', 'opening', 'stronsium', 'giat', 'https', 't', 'co', 'owfysuljz0']",2,1
ness yang pricelist soto hj eko tidak,"['ness', 'yang', 'pricelist', 'soto', 'hj', 'eko', 'tidak']",-10,-1
ness redi jastip sekarang tidak,"['ness', 'redi', 'jastip', 'sekarang', 'tidak']",-5,-1
tahu kalau pisang rempah jenis jahe tidak kayu buah kategori buah strawbery buah cek google info lengkap ness,"['tahu', 'kalau', 'pisang', 'rempah', 'jenis', 'jahe', 'tidak', 'kayu', 'buah', 'kategori', 'buah', 'strawbery', 'buah', 'cek', 'google', 'info', 'lengkap', 'ness']",-17,-1
dekan keluarga fakultas teknik unnes selamat sukses kukuh profesor prof dari ratna dewi kusumaningtyas s t m t ft prof dari heri yudiono s pada m t ft prof adhi kusumastuti s t m t ph d ft unnes ftunnes https t co lpftsiccbl,"['dekan', 'keluarga', 'fakultas', 'teknik', 'unnes', 'selamat', 'sukses', 'kukuh', 'profesor', 'prof', 'dari', 'ratna', 'dewi', 'kusumaningtyas', 's', 't', 'm', 't', 'ft', 'prof', 'dari', 'heri', 'yudiono', 's', 'pada', 'm', 't', 'ft', 'prof', 'adhi', 'kusumastuti', 's', 't', 'm', 't', 'ph', 'd', 'ft', 'unnes', 'ftunnes', 'https', 't', 'co', 'lpftsiccbl']",-4,-1
ness info kos hari cewek hari saja,"['ness', 'info', 'kos', 'hari', 'cewek', 'hari', 'saja']",-6,-1
duniasiikan selamat pagi kak kakak unnes koridor 6 arah undip kakak maksud feeder terboyo halte ngesrep tepat koridor 2 halte ngesrep halte transit nggeh,"['duniasiikan', 'selamat', 'pagi', 'kak', 'kakak', 'unnes', 'koridor', '6', 'arah', 'undip', 'kakak', 'maksud', 'feeder', 'terboyo', 'halte', 'ngesrep', 'tepat', 'koridor', '2', 'halte', 'ngesrep', 'halte', 'transit', 'nggeh']",4,1
unnesmenfess https t co pikdlydxpp,"['unnesmenfess', 'https', 't', 'co', 'pikdlydxpp']",0,0
ness anjem cewek yang ready sekarang donggg daerah unnes saja ko,"['ness', 'anjem', 'cewek', 'yang', 'ready', 'sekarang', 'donggg', 'daerah', 'unnes', 'saja', 'ko']",-7,-1
halo min transsemarang brt unnes transit feeder terboyo ngesrep beli tiket case ngasrepnya k1 transjateng beli tiket terima kasih min,"['halo', 'min', 'transsemarang', 'brt', 'unnes', 'transit', 'feeder', 'terboyo', 'ngesrep', 'beli', 'tiket', 'case', 'ngasrepnya', 'k1', 'transjateng', 'beli', 'tiket', 'terima', 'kasih', 'min']",2,1
ness kalau sekar kelud brt tidak ya,"['ness', 'kalau', 'sekar', 'kelud', 'brt', 'tidak', 'ya']",-1,-1
ness benerin koper kunci lupa password tidak yah fee nya,"['ness', 'benerin', 'koper', 'kunci', 'lupa', 'password', 'tidak', 'yah', 'fee', 'nya']",-4,-1
ness tanya nih yunna potato mas buka tidak si,"['ness', 'tanya', 'nih', 'yunna', 'potato', 'mas', 'buka', 'tidak', 'si']",-5,-1
titip ness kakak kakak buku tidak kalau pinjam https t co vihgdommin,"['titip', 'ness', 'kakak', 'kakak', 'buku', 'tidak', 'kalau', 'pinjam', 'https', 't', 'co', 'vihgdommin']",-6,-1
ness sudah urus sk bimbing kalau ganti topik begitu sk tidak ya makasih yang sudah respon,"['ness', 'sudah', 'urus', 'sk', 'bimbing', 'kalau', 'ganti', 'topik', 'begitu', 'sk', 'tidak', 'ya', 'makasih', 'yang', 'sudah', 'respon']",-3,-1
ness tolong sangat yaa kalau abis duduk pinggir jalan kampus itu sampah muu bawaa mbok tinggal situu lohh sampah sekitar trotoar situ tuh tolong sangat sudah gede kaya gin saja tidak tahu sii https t co u0ncse1ihl,"['ness', 'tolong', 'sangat', 'yaa', 'kalau', 'abis', 'duduk', 'pinggir', 'jalan', 'kampus', 'itu', 'sampah', 'muu', 'bawaa', 'mbok', 'tinggal', 'situu', 'lohh', 'sampah', 'sekitar', 'trotoar', 'situ', 'tuh', 'tolong', 'sangat', 'sudah', 'gede', 'kaya', 'gin', 'saja', 'tidak', 'tahu', 'sii', 'https', 't', 'co', 'u0ncse1ihl']",-33,-1
dedekintan unnes tidak mba intan,"['dedekintan', 'unnes', 'tidak', 'mba', 'intan']",-2,-1
kos,['kos'],0,0
